고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,핸드셋
K289290,남,47,28/12/96,46.133333,2,선불,CAT100,S50
K289300,여,50,06/05/99,17.5,0,선불,CAT100,BS110
K289310,남,17,12/05/99,17.3,1,선불,CAT100,S50
K289320,여,38,16/11/99,11.033333,1,선불,CAT100,WC95
K289330,여,25,09/07/96,51.866667,1,선불,CAT100,WC95
K289340,여,25,13/06/98,28.4,0,선불,CAT100,BS110
K289350,남,14,15/08/97,38.466667,10,선불,CAT100,S50
K289360,남,25,02/08/96,51.066667,0,선불,CAT100,CAS30
K289370,여,31,26/11/96,47.2,1,선불,CAT100,WC95
K289380,남,45,23/01/96,57.466667,2,선불,CAT100,CAS30
K289390,여,33,01/10/96,49.066667,2,선불,CAT100,WC95
K289400,여,27,16/08/97,38.433333,0,선불,CAT100,WC95
K289410,여,29,24/01/97,45.233333,4,선불,CAT100,WC95
K289420,여,31,25/12/99,9.733333,0,선불,CAT100,BS110
K289430,여,52,15/02/99,20.166667,2,선불,CAT100,WC95
K289440,여,43,14/02/96,56.733333,1,선불,CAT100,WC95
K289450,여,31,09/02/99,20.366667,1,선불,CAT100,WC95
K289460,여,56,10/09/96,49.766667,0,선불,CAT100,WC95
K289470,남,23,22/05/97,41.3,2,선불,CAT100,BS110
K289480,남,61,12/11/98,23.333333,0,선불,CAT100,S50
K289490,여,20,28/12/97,33.966667,2,선불,CAT100,CAS30
K289500,여,34,02/01/99,21.633333,0,선불,CAT100,CAS30
K289510,남,18,13/03/96,55.8,2,선불,CAT100,S50
K289520,여,24,12/05/97,41.633333,0,선불,CAT100,WC95
K289530,남,20,15/03/99,19.233333,2,선불,CAT100,S50
K289540,남,38,01/11/96,48.033333,0,선불,CAT100,S50
K289550,남,42,27/06/96,52.266667,2,선불,CAT100,S50
K289560,여,42,31/07/99,14.633333,2,선불,CAT100,WC95
K289570,여,26,16/10/97,36.4,0,선불,CAT100,BS110
K289580,여,79,22/06/98,28.1,2,선불,CAT100,WC95
K289590,여,28,09/12/96,46.766667,0,선불,CAT100,CAS30
K289600,남,27,07/06/99,16.433333,0,선불,CAT100,BS110
K289610,여,20,16/01/99,21.166667,1,선불,CAT100,WC95
K289620,여,32,03/03/98,31.8,0,선불,CAT100,WC95
K289630,여,49,22/12/96,46.333333,1,선불,CAT100,WC95
K289640,남,27,22/10/99,11.866667,8,선불,CAT100,S50
K289650,여,21,17/11/96,47.5,1,선불,CAT100,CAS30
K289660,여,22,12/02/99,20.266667,1,선불,CAT100,CAS30
K289670,남,21,16/11/96,47.533333,2,선불,CAT100,S50
K289680,여,21,09/10/97,36.633333,0,선불,CAT100,WC95
K289690,남,21,07/01/99,21.466667,3,선불,CAT100,CAS30
K289700,남,42,04/04/97,42.9,1,선불,CAT100,BS110
K289710,남,38,21/08/96,50.433333,2,선불,CAT100,S50
K289720,여,20,14/03/98,31.433333,0,선불,CAT100,CAS30
K289730,여,55,07/02/98,32.6,2,선불,CAT100,WC95
K289740,남,38,13/12/96,46.633333,1,선불,CAT100,S50
K289750,남,18,28/06/97,40.066667,9,선불,CAT100,S50
K289760,남,37,24/05/99,16.9,2,선불,CAT100,S50
K289770,여,17,13/10/97,36.5,2,선불,CAT100,WC95
K289780,남,34,02/02/99,20.6,11,선불,CAT100,CAS30
K289790,여,30,07/12/99,10.333333,11,선불,CAT100,WC95
K289800,여,27,14/12/99,10.1,8,선불,CAT100,WC95
K289810,남,43,05/03/96,56.066667,0,선불,CAT100,BS110
K289820,남,25,05/05/96,54.033333,2,선불,CAT100,CAS30
K289830,여,49,21/01/98,33.166667,1,선불,CAT100,CAS30
K289840,남,34,19/01/96,57.6,1,선불,CAT100,S50
K289850,여,23,18/04/99,18.1,0,선불,CAT100,WC95
K289860,남,13,10/04/98,30.533333,1,선불,CAT100,S50
K289870,여,42,10/10/97,36.6,7,선불,CAT100,CAS30
K289880,남,44,22/10/99,11.866667,1,선불,CAT100,S50
K289890,여,14,24/01/97,45.233333,2,선불,CAT100,WC95
K289900,남,13,09/05/99,17.4,9,선불,CAT100,S50
K289910,남,21,06/11/98,23.533333,6,선불,CAT100,CAS30
K289920,여,14,26/07/96,51.3,1,선불,CAT100,WC95
K289930,남,31,21/07/98,27.133333,0,선불,CAT100,BS110
K289940,남,43,28/04/97,42.1,2,선불,CAT100,S50
K289950,여,52,25/08/99,13.8,1,선불,CAT100,BS110
K289960,남,34,10/02/97,44.666667,4,선불,CAT100,CAS30
K289970,남,29,26/02/96,56.333333,0,선불,CAT100,CAS30
K289980,남,30,11/04/96,54.833333,0,선불,CAT100,S50
K289990,여,69,08/12/96,46.8,7,선불,CAT100,WC95
K290000,여,19,15/04/99,18.2,1,선불,CAT100,WC95
K290010,여,23,04/08/96,51,8,선불,CAT100,BS110
K290020,남,37,20/10/99,11.933333,1,선불,CAT100,BS110
K290030,남,44,12/01/98,33.466667,0,선불,CAT100,S50
K290040,여,36,25/11/98,22.9,2,선불,CAT100,WC95
K290050,여,19,21/04/98,30.166667,5,선불,CAT100,WC95
K290060,남,29,27/12/96,46.166667,0,선불,CAT100,BS110
K290070,남,22,10/06/97,40.666667,7,선불,CAT100,BS110
K290080,남,25,26/02/97,44.133333,1,선불,CAT100,CAS30
K290090,남,35,16/10/96,48.566667,6,선불,CAT100,S50
K290100,여,25,08/11/99,11.3,1,선불,CAT100,BS110
K290110,남,17,28/05/97,41.1,0,선불,CAT100,CAS30
K290120,여,25,26/02/96,56.333333,2,선불,CAT100,CAS30
K290130,여,18,01/02/96,57.166667,2,선불,CAT100,CAS30
K290140,남,40,05/03/98,31.733333,3,선불,CAT100,S50
K290150,여,31,27/04/99,17.8,1,선불,CAT100,WC95
K290160,남,35,02/09/96,50.033333,0,선불,CAT100,S50
K290170,여,13,10/11/97,35.566667,2,선불,CAT100,BS110
K290180,여,13,27/11/98,22.833333,2,선불,CAT100,BS110
K290190,여,27,10/10/97,36.6,7,선불,CAT100,BS110
K290200,남,36,05/01/96,58.066667,0,선불,CAT100,S50
K290210,남,17,01/07/96,52.133333,1,선불,CAT100,S50
K290220,남,45,09/05/96,53.9,7,선불,CAT100,S50
K290230,남,21,27/03/98,31,0,선불,CAT100,S50
K290240,여,20,04/05/96,54.066667,2,선불,CAT100,BS110
K290250,여,28,15/08/96,50.633333,7,선불,CAT100,WC95
K290260,남,21,23/10/98,24,1,선불,CAT100,S50
K290270,여,15,12/07/96,51.766667,2,선불,CAT100,WC95
K290280,여,22,25/10/97,36.1,1,선불,CAT100,BS110
K290290,여,20,07/09/98,25.533333,2,선불,CAT100,BS110
K290300,여,16,15/09/96,49.6,0,선불,CAT100,BS110
K290310,남,13,06/12/97,34.7,2,선불,CAT100,S50
K290320,여,32,09/09/96,49.8,1,선불,CAT100,WC95
K290330,여,24,02/10/98,24.7,0,선불,CAT100,CAS30
K290340,여,27,05/11/97,35.733333,1,선불,CAT100,BS110
K290350,남,20,07/06/97,40.766667,0,선불,CAT100,CAS30
K290360,남,33,15/12/99,10.066667,1,선불,CAT100,CAS30
K290370,남,15,09/11/97,35.6,1,선불,CAT100,CAS30
K290380,여,42,15/12/97,34.4,2,선불,CAT100,CAS30
K290390,남,19,21/06/99,15.966667,2,선불,CAT100,BS110
K290400,남,13,26/04/97,42.166667,1,선불,CAT100,S50
K290410,남,25,22/06/99,15.933333,2,선불,CAT100,S50
K290420,여,12,31/01/96,57.2,4,선불,CAT100,WC95
K290430,여,51,14/10/99,12.133333,2,선불,CAT100,WC95
K290440,여,48,01/03/96,56.2,0,선불,CAT100,BS110
K290450,여,40,12/04/96,54.8,2,선불,CAT100,BS110
K290460,여,22,13/06/96,52.733333,0,선불,CAT100,BS110
K290470,남,18,26/12/96,46.2,7,선불,CAT100,CAS30
K290480,남,56,11/08/98,26.433333,2,선불,CAT100,BS110
K290490,남,31,18/04/96,54.6,0,선불,CAT100,S50
K290500,여,20,01/02/98,32.8,1,선불,CAT100,BS110
K290510,남,26,28/09/98,24.833333,1,선불,CAT100,BS110
K290520,남,29,03/06/98,28.733333,1,선불,CAT100,S50
K290530,남,14,24/10/98,23.966667,0,선불,CAT100,S50
K290540,남,20,03/12/97,34.8,0,선불,CAT100,S50
K290550,남,58,12/08/97,38.566667,1,선불,CAT100,BS110
K290560,남,17,19/10/98,24.133333,2,선불,CAT100,S50
K290570,남,56,14/10/97,36.466667,1,선불,CAT100,S50
K290580,남,34,20/06/97,40.333333,10,선불,CAT100,CAS30
K290590,남,39,01/05/96,54.166667,2,선불,CAT100,CAS30
K290600,남,14,17/03/97,43.5,8,선불,CAT100,BS110
K290610,여,45,19/09/97,37.3,5,선불,CAT100,CAS30
K290620,여,37,19/12/98,22.1,11,선불,CAT100,BS110
K290630,여,21,09/09/97,37.633333,1,선불,CAT100,WC95
K290640,여,16,04/03/98,31.766667,7,선불,CAT100,BS110
K290650,여,24,23/09/98,25,2,선불,CAT100,WC95
K290660,여,15,27/02/96,56.3,1,선불,CAT100,WC95
K290670,여,29,31/01/98,32.833333,1,선불,CAT100,WC95
K290680,남,20,23/08/98,26.033333,1,선불,CAT100,S50
K290690,남,31,21/11/98,23.033333,4,선불,CAT100,S50
K290700,여,16,23/07/97,39.233333,7,선불,CAT100,CAS30
K290710,남,65,01/06/97,40.966667,2,선불,CAT100,S50
K290720,남,44,24/07/97,39.2,0,선불,CAT100,BS110
K290730,남,30,23/02/96,56.433333,0,선불,CAT100,S50
K290740,남,20,26/09/97,37.066667,0,선불,CAT100,S50
K290750,여,37,08/07/99,15.4,0,선불,CAT100,WC95
K290760,여,18,04/11/98,23.6,1,선불,CAT100,BS110
K290770,여,25,12/11/96,47.666667,10,선불,CAT100,WC95
K290780,여,30,12/11/99,11.166667,1,선불,CAT100,WC95
K290790,여,41,17/10/98,24.2,1,선불,CAT100,WC95
K290800,여,28,10/01/97,45.7,1,선불,CAT100,CAS30
K290810,여,26,22/10/99,11.866667,2,선불,CAT100,WC95
K290820,남,36,16/04/99,18.166667,2,선불,CAT100,S50
K290830,남,18,14/12/99,10.1,1,선불,CAT100,CAS30
K290840,남,43,22/09/99,12.866667,2,선불,CAT100,S50
K290850,여,12,22/09/99,12.866667,0,선불,CAT100,BS110
K290860,남,57,11/12/98,22.366667,2,선불,CAT100,BS110
K290870,여,36,06/04/98,30.666667,2,선불,CAT100,BS110
K290880,남,28,12/07/97,39.6,2,선불,CAT100,S50
K290890,남,16,21/09/97,37.233333,4,선불,CAT100,CAS30
K290900,여,13,02/06/96,53.1,1,선불,CAT100,WC95
K290910,남,35,27/06/96,52.266667,0,선불,CAT100,CAS30
K290920,남,25,05/06/96,53,0,선불,CAT100,S50
K290930,여,26,16/08/97,38.433333,0,선불,CAT100,WC95
K290940,여,23,13/01/98,33.433333,7,선불,CAT100,WC95
K290950,남,33,07/12/99,10.333333,1,선불,CAT100,CAS30
K290960,여,16,19/07/99,15.033333,6,선불,CAT100,CAS30
K290970,남,20,02/10/98,24.7,2,선불,CAT100,CAS30
K290980,남,30,18/04/97,42.433333,1,선불,CAT100,S50
K290990,남,27,22/12/98,22,2,선불,CAT100,CAS30
K291000,남,23,05/01/98,33.7,5,선불,CAT100,BS110
K291010,여,29,03/03/97,43.966667,2,선불,CAT100,BS110
K291020,여,30,17/04/97,42.466667,1,선불,CAT100,BS110
K291030,남,14,26/07/98,26.966667,0,선불,CAT100,S50
K291040,남,60,11/09/99,13.233333,2,선불,CAT100,BS110
K291050,여,36,14/08/97,38.5,6,선불,CAT100,BS110
K291060,여,16,11/01/96,57.866667,5,선불,CAT100,BS110
K291070,남,49,06/09/96,49.9,0,선불,CAT100,S50
K291080,남,30,17/05/98,29.3,2,선불,CAT100,S50
K291090,남,14,23/03/96,55.466667,0,선불,CAT100,S50
K291100,남,43,22/09/99,12.866667,2,선불,CAT100,BS110
K291110,남,26,15/10/97,36.433333,0,선불,CAT100,BS110
K291120,남,14,10/11/97,35.566667,1,선불,CAT100,CAS30
K291130,여,36,27/07/99,14.766667,2,선불,CAT100,WC95
K291140,여,49,15/12/96,46.566667,2,선불,CAT100,BS110
K291150,여,64,09/08/97,38.666667,9,선불,CAT100,CAS30
K291160,여,16,15/12/98,22.233333,1,선불,CAT100,WC95
K291170,여,34,04/02/96,57.066667,1,선불,CAT100,WC95
K291180,남,55,09/06/96,52.866667,0,선불,CAT100,S50
K291190,여,44,28/09/99,12.666667,1,선불,CAT100,CAS30
K291200,여,36,03/01/98,33.766667,1,선불,CAT100,CAS30
K291210,여,33,19/09/96,49.466667,2,선불,CAT100,BS110
K291220,여,29,10/02/98,32.5,10,선불,CAT100,WC95
K291230,여,28,02/07/97,39.933333,2,선불,CAT100,WC95
K291240,여,45,01/11/97,35.866667,0,선불,CAT100,WC95
K291250,남,30,14/10/99,12.133333,1,선불,CAT100,CAS30
K291260,여,30,17/12/97,34.333333,0,선불,CAT100,BS110
K291270,남,26,03/03/99,19.633333,0,선불,CAT100,BS110
K291280,여,26,19/11/99,10.933333,2,선불,CAT100,WC95
K291290,여,33,10/04/96,54.866667,2,선불,CAT100,WC95
K291300,남,15,16/06/96,52.633333,2,선불,CAT100,BS110
K291310,여,66,13/09/99,13.166667,0,선불,CAT100,BS110
K291320,남,66,27/08/96,50.233333,11,선불,CAT100,S50
K291330,남,34,05/03/97,43.9,1,선불,CAT100,CAS30
K291340,여,45,04/12/97,34.766667,0,선불,CAT100,WC95
K291350,여,27,15/04/99,18.2,1,선불,CAT100,WC95
K291360,여,24,15/08/98,26.3,1,선불,CAT100,WC95
K291370,여,57,27/10/98,23.866667,2,선불,CAT100,WC95
K291380,여,31,11/05/96,53.833333,2,선불,CAT100,WC95
K291390,여,26,22/01/99,20.966667,1,선불,CAT100,WC95
K291400,남,48,10/12/96,46.733333,2,선불,CAT100,CAS30
K291410,남,30,28/08/99,13.7,8,선불,CAT100,CAS30
K291420,여,49,10/09/96,49.766667,2,선불,CAT100,WC95
K291430,여,20,10/02/99,20.333333,2,선불,CAT100,BS110
K291440,여,28,15/05/96,53.7,2,선불,CAT100,WC95
K291450,남,27,17/02/99,20.1,7,선불,CAT100,BS110
K291460,남,22,13/03/98,31.466667,0,선불,CAT100,CAS30
K291470,여,34,07/11/98,23.5,1,선불,CAT100,BS110
K291480,여,42,12/12/97,34.5,0,선불,CAT100,BS110
K291490,남,20,28/04/99,17.766667,2,선불,CAT100,S50
K291500,남,34,26/01/99,20.833333,7,선불,CAT100,BS110
K291510,여,25,08/01/99,21.433333,11,선불,CAT100,BS110
K291520,여,25,05/07/97,39.833333,5,선불,CAT100,BS110
K291530,여,15,26/12/98,21.866667,1,선불,CAT100,WC95
K291540,여,31,14/11/97,35.433333,1,선불,CAT100,BS110
K291550,여,18,25/08/96,50.3,1,선불,CAT100,BS110
K291560,남,18,16/11/98,23.2,1,선불,CAT100,S50
K291570,여,49,31/07/96,51.133333,1,선불,CAT100,WC95
K291580,남,32,21/03/99,19.033333,2,선불,CAT100,BS110
K291590,여,45,13/08/97,38.533333,2,선불,CAT100,BS110
K291600,여,66,03/02/96,57.1,7,선불,CAT100,BS110
K291610,여,24,12/02/96,56.8,9,선불,CAT100,WC95
K291620,여,18,21/05/99,17,1,선불,CAT100,BS110
K291630,남,45,17/07/97,39.433333,1,선불,CAT100,S50
K291640,여,32,12/06/97,40.6,0,선불,CAT100,WC95
K291650,남,46,08/06/99,16.4,0,선불,CAT100,S50
K291660,남,35,05/12/99,10.4,0,선불,CAT100,S50
K291670,남,26,06/05/96,54,1,선불,CAT100,S50
K291680,남,25,12/12/99,10.166667,0,선불,CAT100,BS110
K291690,남,41,31/01/97,45,1,선불,CAT100,S50
K291700,남,16,02/12/96,47,0,선불,CAT100,S50
K291710,남,25,09/11/98,23.433333,1,선불,CAT100,CAS30
K291720,여,27,24/11/98,22.933333,2,선불,CAT100,WC95
K291730,남,25,01/09/96,50.066667,2,선불,CAT100,BS110
K291740,남,18,26/05/97,41.166667,9,선불,CAT100,S50
K291750,남,32,16/04/98,30.333333,5,선불,CAT100,BS110
K291760,여,23,08/01/97,45.766667,0,선불,CAT100,CAS30
K291770,여,16,22/04/97,42.3,9,선불,CAT100,CAS30
K291780,여,25,20/01/97,45.366667,2,선불,CAT100,WC95
K291790,여,19,27/09/97,37.033333,2,선불,CAT100,BS110
K291800,여,43,16/06/96,52.633333,9,선불,CAT100,WC95
K291810,여,25,01/06/97,40.966667,2,선불,CAT100,WC95
K291820,남,21,17/05/97,41.466667,2,선불,CAT100,S50
K291830,여,19,28/08/98,25.866667,0,선불,CAT100,CAS30
K291840,여,30,25/07/98,27,8,선불,CAT100,WC95
K291850,여,23,23/06/99,15.9,1,선불,CAT100,CAS30
K291860,남,20,01/03/99,19.7,2,선불,CAT100,CAS30
K291870,여,52,09/03/99,19.433333,8,선불,CAT100,WC95
K291880,남,43,16/11/97,35.366667,2,선불,CAT100,CAS30
K291890,여,39,02/05/97,41.966667,1,선불,CAT100,BS110
K291900,여,37,26/07/98,26.966667,0,선불,CAT100,BS110
K291910,남,55,22/03/99,19,9,선불,CAT100,S50
K291920,남,15,12/09/96,49.7,5,선불,CAT100,S50
K291930,남,35,18/10/98,24.166667,9,선불,CAT100,CAS30
K291940,여,28,16/06/96,52.633333,2,선불,CAT100,WC95
K291950,남,29,18/10/97,36.333333,0,선불,CAT100,S50
K291960,여,25,11/07/99,15.3,0,선불,CAT100,CAS30
K291970,여,29,12/08/97,38.566667,1,선불,CAT100,WC95
K291980,여,48,31/05/98,28.833333,8,선불,CAT100,CAS30
K291990,남,26,21/08/99,13.933333,2,선불,CAT100,S50
K292000,남,52,03/09/98,25.666667,2,선불,CAT100,S50
K292010,여,17,18/05/96,53.6,2,선불,CAT100,WC95
K292020,남,37,28/03/97,43.133333,1,선불,CAT100,S50
K292030,여,12,24/03/98,31.1,0,선불,CAT100,BS110
K292040,여,70,16/02/96,56.666667,1,선불,CAT100,WC95
K292050,여,14,04/02/97,44.866667,1,선불,CAT100,WC95
K292060,남,29,16/08/96,50.6,1,선불,CAT100,S50
K292070,여,18,13/02/98,32.4,2,선불,CAT100,BS110
K292080,남,38,31/10/97,35.9,1,선불,CAT100,BS110
K292090,남,17,21/06/97,40.3,1,선불,CAT100,BS110
K292100,여,15,28/06/98,27.9,2,선불,CAT100,CAS30
K292110,남,52,21/08/96,50.433333,1,선불,CAT100,CAS30
K292120,여,15,18/10/97,36.333333,5,선불,CAT100,BS110
K292130,남,31,27/08/98,25.9,2,선불,CAT100,CAS30
K292140,여,36,18/01/98,33.266667,1,선불,CAT100,WC95
K292150,남,19,20/01/98,33.2,1,선불,CAT100,CAS30
K292160,남,68,13/12/99,10.133333,0,선불,CAT100,CAS30
K292170,남,28,19/04/96,54.566667,1,선불,CAT100,S50
K292180,여,29,12/05/99,17.3,3,선불,CAT100,BS110
K292190,여,44,24/11/98,22.933333,2,선불,CAT100,WC95
K292200,남,27,08/11/96,47.8,2,선불,CAT100,BS110
K292210,여,17,03/08/99,14.533333,1,선불,CAT100,BS110
K292220,남,36,28/04/99,17.766667,0,선불,CAT100,S50
K292230,남,42,16/09/99,13.066667,0,선불,CAT100,BS110
K292240,여,15,08/12/99,10.3,2,선불,CAT100,WC95
K292250,여,22,24/09/96,49.3,2,선불,CAT100,CAS30
K292260,남,26,03/06/96,53.066667,1,선불,CAT100,BS110
K292270,남,22,23/02/96,56.433333,9,선불,CAT100,S50
K292280,남,30,28/10/96,48.166667,2,선불,CAT100,S50
K292290,여,63,15/12/97,34.4,1,선불,CAT100,BS110
K292300,여,73,06/12/98,22.533333,4,선불,CAT100,WC95
K292310,남,28,18/12/99,9.966667,0,선불,CAT100,BS110
K292320,여,21,22/05/99,16.966667,7,선불,CAT100,WC95
K292330,여,37,23/10/96,48.333333,2,선불,CAT100,CAS30
K292340,여,26,20/07/99,15,1,선불,CAT100,CAS30
K292350,남,18,06/12/97,34.7,1,선불,CAT100,BS110
K292360,남,13,03/12/97,34.8,0,선불,CAT100,CAS30
K292370,남,62,18/11/96,47.466667,1,선불,CAT100,S50
K292380,남,15,20/08/96,50.466667,6,선불,CAT100,BS110
K292390,남,28,02/10/96,49.033333,0,선불,CAT100,S50
K292400,여,34,11/09/96,49.733333,1,선불,CAT100,BS110
K292410,여,29,31/08/97,37.933333,2,선불,CAT100,CAS30
K292420,여,13,02/02/98,32.766667,1,선불,CAT100,WC95
K292430,남,37,27/06/98,27.933333,1,선불,CAT100,CAS30
K292440,남,14,16/02/99,20.133333,2,선불,CAT100,S50
K292450,남,25,02/02/99,20.6,2,선불,CAT100,CAS30
K292460,남,56,20/05/98,29.2,3,선불,CAT100,S50
K292470,여,17,21/06/96,52.466667,0,선불,CAT100,WC95
K292480,남,19,19/05/96,53.566667,9,선불,CAT100,CAS30
K292490,여,49,26/12/97,34.033333,0,선불,CAT100,CAS30
K292500,여,53,03/09/96,50,7,선불,CAT100,WC95
K292510,남,46,01/11/96,48.033333,2,선불,CAT100,S50
K292520,남,37,18/04/96,54.6,5,선불,CAT100,BS110
K292530,남,37,14/11/97,35.433333,1,선불,CAT100,S50
K292540,남,27,26/04/96,54.333333,2,선불,CAT100,CAS30
K292550,남,24,09/11/97,35.6,2,선불,CAT100,S50
K292560,남,24,19/02/97,44.366667,2,선불,CAT100,CAS30
K292570,남,19,17/03/99,19.166667,1,선불,CAT100,S50
K292580,여,22,04/08/99,14.5,0,선불,CAT100,WC95
K292590,남,13,19/04/96,54.566667,2,선불,CAT100,CAS30
K292600,남,13,26/08/98,25.933333,1,선불,CAT100,S50
K292610,여,69,24/05/99,16.9,10,선불,CAT100,BS110
K292620,여,20,18/08/97,38.366667,1,선불,CAT100,CAS30
K292630,여,27,20/10/99,11.933333,2,선불,CAT100,BS110
K292640,남,34,21/05/98,29.166667,9,선불,CAT100,S50
K292650,여,28,03/01/97,45.933333,1,선불,CAT100,BS110
K292660,남,32,20/02/99,20,3,선불,CAT100,S50
K292670,남,24,24/11/98,22.933333,2,선불,CAT100,S50
K292680,남,23,05/05/97,41.866667,2,선불,CAT100,S50
K292690,남,28,09/10/96,48.8,0,선불,CAT100,CAS30
K292700,남,33,27/06/96,52.266667,3,선불,CAT100,S50
K292710,남,40,24/10/97,36.133333,1,선불,CAT100,CAS30
K292720,남,62,14/11/98,23.266667,1,선불,CAT100,S50
K292730,남,25,28/08/96,50.2,5,선불,CAT100,S50
K292740,남,31,18/08/98,26.2,1,선불,CAT100,S50
K292750,남,24,13/03/96,55.8,2,선불,CAT100,CAS30
K292760,남,15,02/08/96,51.066667,1,선불,CAT100,S50
K292770,남,27,24/03/97,43.266667,8,선불,CAT100,S50
K292780,남,25,11/04/98,30.5,2,선불,CAT100,CAS30
K292790,남,43,04/12/98,22.6,2,선불,CAT100,CAS30
K292800,여,31,05/07/97,39.833333,2,선불,CAT100,BS110
K292810,남,47,09/06/98,28.533333,1,선불,CAT100,BS110
K292820,여,41,14/09/98,25.3,2,선불,CAT100,CAS30
K292830,남,37,10/02/98,32.5,0,선불,CAT100,S50
K292840,남,24,07/11/99,11.333333,1,선불,CAT100,BS110
K292850,남,39,04/09/96,49.966667,2,선불,CAT100,CAS30
K292860,남,69,11/11/97,35.533333,1,선불,CAT100,S50
K292870,남,25,28/02/99,19.733333,10,선불,CAT100,CAS30
K292880,남,31,01/01/98,33.833333,2,선불,CAT100,BS110
K292890,남,24,13/08/96,50.7,0,선불,CAT100,S50
K292900,여,51,07/03/99,19.5,1,선불,CAT100,WC95
K292910,여,39,19/07/97,39.366667,1,선불,CAT100,WC95
K292920,여,23,02/12/99,10.5,0,선불,CAT100,BS110
K292930,남,34,09/10/98,24.466667,1,선불,CAT100,S50
K292940,여,31,23/06/97,40.233333,0,선불,CAT100,BS110
K292950,여,30,28/01/98,32.933333,0,선불,CAT100,BS110
K292960,남,23,26/12/98,21.866667,2,선불,CAT100,S50
K292970,여,21,04/10/97,36.8,0,선불,CAT100,WC95
K292980,여,50,21/05/96,53.5,6,선불,CAT100,WC95
K292990,남,25,22/11/96,47.333333,0,선불,CAT100,S50
K293000,여,25,20/03/97,43.4,11,선불,CAT100,BS110
K293010,남,29,18/06/99,16.066667,9,선불,CAT100,BS110
K293020,남,27,28/02/97,44.066667,0,선불,CAT100,S50
K293030,여,21,18/01/97,45.433333,1,선불,CAT100,CAS30
K293040,여,12,04/02/99,20.533333,0,선불,CAT100,WC95
K293050,남,13,31/10/98,23.733333,0,선불,CAT100,S50
K293060,여,17,11/06/98,28.466667,0,선불,CAT100,WC95
K293070,여,14,12/11/98,23.333333,0,선불,CAT100,CAS30
K293080,여,32,15/05/97,41.533333,10,선불,CAT100,WC95
K293090,남,42,05/11/99,11.4,0,선불,CAT100,S50
K293100,남,36,03/04/99,18.6,0,선불,CAT100,BS110
K293110,여,19,23/04/98,30.1,1,선불,CAT100,BS110
K293120,남,25,21/05/99,17,2,선불,CAT100,BS110
K293130,남,26,23/05/97,41.266667,2,선불,CAT100,S50
K293140,여,21,11/07/97,39.633333,0,선불,CAT100,WC95
K293150,남,13,23/06/99,15.9,2,선불,CAT100,BS110
K293160,남,31,09/08/96,50.833333,1,선불,CAT100,BS110
K293170,여,39,25/07/97,39.166667,2,선불,CAT100,CAS30
K293180,여,19,14/11/96,47.6,8,선불,CAT100,CAS30
K293190,남,21,09/03/97,43.766667,1,선불,CAT100,BS110
K293200,남,61,02/10/99,12.533333,6,선불,CAT100,S50
K293210,남,43,06/11/97,35.7,0,선불,CAT100,S50
K293220,남,16,26/09/97,37.066667,1,선불,CAT100,S50
K293230,여,30,12/03/96,55.833333,0,선불,CAT100,CAS30
K293240,남,18,27/02/96,56.3,7,선불,CAT100,S50
K293250,여,27,20/02/99,20,0,선불,CAT100,BS110
K293260,남,42,09/11/97,35.6,2,선불,CAT100,CAS30
K293270,남,25,02/05/96,54.133333,1,선불,CAT100,S50
K293280,남,22,14/08/99,14.166667,1,선불,CAT100,CAS30
K293290,남,36,07/09/98,25.533333,0,선불,CAT100,CAS30
K293300,남,18,04/05/96,54.066667,0,선불,CAT100,S50
K293310,여,60,19/03/96,55.6,0,선불,CAT100,BS110
K293320,여,21,01/01/98,33.833333,1,선불,CAT100,WC95
K293330,여,38,08/07/96,51.9,1,선불,CAT100,BS110
K293340,남,41,26/01/99,20.833333,7,선불,CAT100,S50
K293350,남,29,14/04/98,30.4,7,선불,CAT100,S50
K293360,여,13,27/07/98,26.933333,2,선불,CAT100,CAS30
K293370,남,23,02/04/99,18.633333,2,선불,CAT100,CAS30
K293380,남,33,17/03/96,55.666667,2,선불,CAT100,S50
K293390,남,18,11/04/96,54.833333,2,선불,CAT100,BS110
K293400,여,26,27/05/98,28.966667,0,선불,CAT100,WC95
K293410,남,35,07/09/99,13.366667,11,선불,CAT100,S50
K293420,남,46,19/11/98,23.1,0,선불,CAT100,BS110
K293430,여,50,14/09/96,49.633333,0,선불,CAT100,WC95
K293440,남,33,01/09/96,50.066667,1,선불,CAT100,CAS30
K293450,여,15,18/03/99,19.133333,0,선불,CAT100,BS110
K293460,남,22,07/09/97,37.7,2,선불,CAT100,BS110
K293470,남,34,08/01/96,57.966667,7,선불,CAT100,S50
K293480,남,33,17/10/99,12.033333,2,선불,CAT100,CAS30
K293490,여,16,20/01/97,45.366667,2,선불,CAT100,CAS30
K293500,여,32,20/09/96,49.433333,0,선불,CAT100,WC95
K293510,남,22,19/06/99,16.033333,1,선불,CAT100,S50
K293520,남,49,22/04/97,42.3,0,선불,CAT100,BS110
K293530,여,26,15/06/96,52.666667,2,선불,CAT100,WC95
K293540,여,27,05/01/99,21.533333,0,선불,CAT100,CAS30
K293550,남,26,20/08/98,26.133333,0,선불,CAT100,BS110
K293560,여,19,25/06/99,15.833333,0,선불,CAT100,BS110
K293570,여,39,19/07/96,51.533333,1,선불,CAT100,WC95
