고객ID,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,평균주간통화시간,평균야간통화시간,평균주말통화시간,국내통화횟수,국내통화시간_분,평균국내통화시간,총통화시간_분,이탈여부
K261830,21,45.6,315,518.4,26,51,164.536313,0.972439,2.171429,1.645714,1.961538,362,615,1.698895,779.536313,유지
K261840,104,181.200001,67,198.3,4,32.4,106.382777,0,1.742308,2.959701,8.1,175,411.900001,2.353714,518.282778,유지
K261850,14,26.4,197,465.6,6,31.2,156.463581,0,1.885714,2.363452,5.2,217,523.2,2.41106,679.663581,유지
K261860,46,82.199999,49,401.399999,4,13.800001,161.451808,0,1.786956,8.191837,3.45,99,497.399999,5.024242,658.851807,유지
K261870,46,123.6,52,212.700001,28,63,111.565519,0,2.686957,4.090385,2.25,126,399.300001,3.169048,510.86552,유지
K261880,85,154.2,25,163.8,19,40.8,102.836983,0,1.814118,6.552,2.147368,129,358.8,2.781395,461.636983,유지
K261890,27,49.2,104,446.699999,28,65.400001,171.515205,0,1.822222,4.295192,2.335714,159,561.3,3.530189,732.815205,유지
K261900,160,289.8,202,400.8,7,33.5,167.851229,16.138484,1.81125,1.984158,4.785714,369,724.1,1.962331,891.951229,유지
K261910,30,58.200001,244,483.3,7,12.599998,103.778614,0,1.94,1.980738,1.8,281,554.099999,1.971886,657.878613,유지
K261920,103,201.600001,143,306,8,14.399999,150.921356,0,1.957282,2.13986,1.8,254,522,2.055118,672.921356,유지
K261930,149,319.8,141,308.099999,3,13.8,128.574155,6.241353,2.146309,2.185106,4.6,293,641.699999,2.190102,770.274154,유지
K261940,105,206.4,123,416.7,4,8.4,159.888007,3.634097,1.965714,3.387805,2.1,232,631.5,2.721983,791.388007,유지
K261950,88,202.8,138,400.8,3,15.6,145.592741,2.217673,2.304545,2.904348,5.2,229,619.2,2.70393,764.792741,유지
K261960,0,0,288,501,13,81.5,114.158416,5.423657,0,1.739583,6.269231,301,582.5,1.935216,696.658416,유지
K261970,74,171,221,466.5,33,51,141.633025,8.821077,2.310811,2.11086,1.545455,328,688.5,2.099085,830.133025,유지
K261980,24,51,348,591,7,24.599999,113.624307,4.349082,2.125,1.698276,3.514286,379,666.599999,1.758839,780.224306,유지
K261990,83,136.2,18,175.8,0,0,112.086982,0,1.640964,9.766667,0,101,312,3.089109,424.086982,유지
K262000,36,98.400001,22,325.499999,1,32.5,122.215109,0,2.733333,14.795455,32.5,59,456.4,7.735593,578.615109,이탈
K262010,34,62.399999,173,464.399999,0,0,123.704892,0,1.835294,2.684393,0,207,526.799998,2.544928,650.50489,유지
K262020,79,181.8,63,383.7,15,34.8,152.236577,0.033171,2.301266,6.090476,2.32,157,600.3,3.823567,752.536577,유지
K262030,74,117,87,158.100001,17,51.5,104.107121,0,1.581081,1.817241,3.029412,178,326.600001,1.834831,430.707122,유지
K262040,86,197.4,173,290.100001,9,20,149.33575,0,2.295349,1.676879,2.222222,268,507.500001,1.893657,656.835751,유지
K262050,165,256.799999,46,292.5,4,49.799999,131.134282,0,1.556364,6.358696,12.45,215,599.099998,2.786512,730.23428,유지
K262060,34,78.599999,122,237.599999,38,117,112.734744,0,2.311765,1.947541,3.078947,194,433.199998,2.23299,545.934742,유지
K262070,0,0,151,302.1,20,125.5,102.62346,0.914143,0,2.000662,6.275,171,427.6,2.500585,530.22346,유지
K262080,26,55.199999,116,546.9,13,36,130.680317,2.564183,2.123077,4.714655,2.769231,155,638.099999,4.116774,768.780316,유지
K262090,97,163.8,124,251.4,0,0,105.680804,0,1.68866,2.027419,0,221,415.2,1.878733,520.880804,유지
K262100,63,130.2,63,487.8,13,27,148.77479,4.066744,2.066667,7.742857,2.076923,139,645,4.640288,793.77479,유지
K262110,117,225.6,220,405,0,0,130.187411,14.332927,1.928205,1.840909,0,337,630.6,1.871217,760.787411,유지
K262120,27,58.2,237,523.8,21,37.2,164.219454,1.32093,2.155556,2.210127,1.771429,285,619.2,2.172632,783.419454,유지
K262130,23,54,199,553.8,29,63,144.619256,4.679892,2.347826,2.782915,2.172414,251,670.8,2.67251,815.419256,유지
K262140,145,328.8,202,308.7,9,63,161.505956,14.459519,2.267586,1.528218,7,356,700.5,1.967697,862.005956,유지
K262150,100,193.799998,115,343.200002,23,35,141.626025,0,1.938,2.984348,1.521739,238,572,2.403361,713.626025,유지
K262160,64,108.600001,367,605.1,11,32,125.169592,11.528803,1.696875,1.648774,2.909091,442,745.700001,1.687104,870.869593,이탈
K262170,192,303.6,67,236.7,25,82.8,135.810204,3.406053,1.58125,3.532836,3.312,284,623.1,2.194014,758.910204,유지
K262180,41,94.2,51,190.2,6,43.8,103.648779,0,2.297561,3.729412,7.3,98,328.2,3.34898,431.848779,유지
K262190,54,148.8,207,403.8,23,95,148.200534,4.567423,2.755556,1.950725,4.130435,284,647.6,2.280282,795.800534,유지
K262200,0,0,212,383.100001,66,124,149.911367,0,0,1.807075,1.878788,278,507.100001,1.824101,657.011368,이탈
K262210,24,55.2,129,484.8,18,47.5,167.55718,0,2.3,3.75814,2.638889,171,587.5,3.435673,755.05718,유지
K262220,174,280.200001,92,393.3,0,0,104.268267,15.672359,1.610345,4.275,0,266,673.500001,2.531955,777.768268,유지
K262230,38,82.200001,212,458.400001,2,34.2,109.079733,0,2.163158,2.162264,17.1,252,574.800002,2.280952,683.879735,유지
K262240,155,273,226,413.4,1,30.6,127.746311,14.759623,1.76129,1.829204,30.6,382,717,1.876963,844.746311,유지
K262250,0,0,113,296.699999,11,34.2,137.16218,2.541614,0,2.625664,3.109091,124,330.899999,2.668548,468.062179,유지
K262260,49,105,130,314.7,11,30,145.683615,0,2.142857,2.420769,2.727273,190,449.7,2.366842,595.383615,유지
K262270,48,73.199999,79,279,35,96.500001,121.735058,0,1.525,3.531646,2.757143,162,448.7,2.769753,570.435058,유지
K262280,131,235.8,19,171.6,24,64.500001,138.945864,0,1.8,9.031579,2.6875,174,471.900001,2.712069,610.845865,유지
K262290,47,106.2,138,241.499999,14,34.500001,103.02303,0,2.259574,1.75,2.464286,199,382.2,1.920603,485.22303,유지
K262300,68,154.2,58,204.3,20,83.5,124.791509,0,2.267647,3.522414,4.175,146,442,3.027397,566.791509,유지
K262310,62,134.399999,24,465,16,26.399999,116.961901,2.398189,2.167742,19.375,1.65,102,625.799998,6.135294,742.761899,유지
K262320,115,183.6,71,441.6,7,14,117.84412,4.211915,1.596522,6.219718,2,193,639.2,3.311917,757.04412,유지
K262330,102,278.4,177,277.499999,35,87.499999,100.015056,5.925846,2.729412,1.567797,2.5,314,643.399998,2.049045,743.415054,유지
K262340,65,126.6,141,274.500001,63,120,107.102295,0,1.947692,1.946809,1.904762,269,521.100001,1.937175,628.202296,유지
K262350,115,247.2,83,158.1,60,130.500001,126.268734,0,2.149565,1.904819,2.175,258,535.800001,2.076744,662.068735,유지
K262360,62,153,185,438.600001,4,29,126.002615,2.045727,2.467742,2.370811,7.25,251,620.600001,2.47251,746.602616,유지
K262370,34,64.199999,85,464.4,7,23,177.822518,0,1.888235,5.463529,3.285714,126,551.599999,4.377778,729.422517,유지
K262380,100,223.800001,22,310.800001,61,122,175.064343,6.688386,2.238,14.127273,2,183,656.600002,3.587978,831.664345,유지
K262390,45,97.8,184,335.099999,0,0,118.181806,0,2.173333,1.821196,0,229,432.899999,1.890393,551.081805,유지
K262400,109,244.8,127,262.2,1,58.8,110.70538,0,2.245872,2.064567,58.8,237,565.8,2.387342,676.50538,유지
K262410,62,121.8,292,461.4,0,0,177.654299,0.842836,1.964516,1.580137,0,354,583.2,1.647458,760.854299,유지
K262420,165,248.399999,192,362.7,0,0,117.234255,1.534658,1.505455,1.889062,0,357,611.099999,1.711765,728.334254,이탈
K262430,58,130.799999,39,207.599999,13,26.400001,100.676985,0,2.255172,5.323077,2.030769,110,364.799999,3.316364,465.476984,유지
K262440,118,291.599999,66,209.400001,34,91.2,141.462731,0,2.471186,3.172727,2.682353,218,592.2,2.716514,733.662731,유지
K262450,93,201.6,135,297.899999,13,29.4,103.725059,0,2.167742,2.206667,2.261538,241,528.899999,2.194606,632.625058,유지
K262460,205,330.6,140,269.100001,29,64.799999,103.696435,9.642969,1.612683,1.922143,2.234483,374,664.5,1.776738,768.196435,이탈
K262470,53,120,26,428.100002,0,0,138.096805,0,2.264151,16.465385,0,79,548.100002,6.937975,686.196807,유지
K262480,106,262.8,26,286.8,1,34.2,102.803283,0,2.479245,11.030769,34.2,133,583.8,4.389474,686.603283,유지
K262490,112,201,44,192,17,69,139.794938,0,1.794643,4.363636,4.058824,173,462,2.67052,601.794938,유지
K262500,108,165.6,51,461.700001,12,53.4,145.636334,7.961522,1.533333,9.052941,4.45,171,680.700001,3.980702,826.336335,유지
K262510,105,171.600001,130,366.3,0,0,103.69779,0,1.634286,2.817692,0,235,537.900001,2.288936,641.597791,유지
K262520,89,173.400001,221,366.3,42,64.199999,156.257259,0.418963,1.948315,1.657466,1.528571,352,603.9,1.715625,760.157259,유지
K262530,105,234.6,89,231,10,23.500001,108.628096,0,2.234286,2.595506,2.35,204,489.100001,2.397549,597.728097,유지
K262540,109,244.2,129,350.7,0,0,108.792722,0.816568,2.240367,2.718605,0,238,594.9,2.49958,703.692722,유지
K262550,88,214.8,225,341.7,0,0,166.733541,0,2.440909,1.518667,0,313,556.5,1.777955,723.233541,유지
K262560,59,105.6,231,365.4,4,9,127.664461,0,1.789831,1.581818,2.25,294,480,1.632653,607.664461,유지
K262570,58,115.799999,51,270.899999,8,52.499999,128.525814,0,1.996552,5.311765,6.5625,117,439.199997,3.753846,567.725811,유지
K262580,53,96,53,253.8,17,71.500001,135.740571,0,1.811321,4.788679,4.205882,123,421.300001,3.425203,557.040572,유지
K262590,47,84.599999,206,464.699999,23,91.8,106.236795,3.139718,1.8,2.255825,3.991304,276,641.099998,2.322826,747.336793,유지
K262600,200,322.799999,56,320.1,4,12.5,129.213429,8.227162,1.614,5.716071,3.125,260,655.399999,2.520769,784.613428,유지
K262610,109,243,211,392.699999,40,94.8,131.858384,15.207136,2.229358,1.861137,2.37,360,730.499999,2.029167,862.358383,유지
K262620,91,201.6,64,250.800001,39,99,136.347941,0,2.215385,3.91875,2.538462,194,551.400001,2.842268,687.747942,유지
K262630,160,285.599999,74,337.2,2,42,116.778947,8.807652,1.785,4.556757,21,236,664.799999,2.816949,781.578946,유지
K262640,64,142.799999,277,530.1,13,27,138.374237,9.071502,2.23125,1.913718,2.076923,354,699.899999,1.977119,838.274236,유지
K262650,94,151.8,162,472.5,0,0,140.196951,3.421373,1.614894,2.916667,0,256,624.3,2.438672,764.496951,유지
K262660,70,118.200001,227,406.799999,21,36,110.127799,0,1.688571,1.79207,1.714286,318,561,1.764151,671.127799,이탈
K262670,39,109.199999,8,321.6,62,131.4,165.103249,0,2.8,40.2,2.119355,109,562.199999,5.157798,727.303248,유지
K262680,32,72.6,176,420.6,21,33.6,150.818456,0,2.26875,2.389773,1.6,229,526.8,2.300437,677.618456,유지
K262690,87,140.4,262,423.300001,26,76.800001,175.054884,3.800551,1.613793,1.615649,2.953846,375,640.500002,1.708,815.554886,유지
K262700,23,64.200001,97,368.4,2,64.5,117.479076,0,2.791304,3.797938,32.25,122,497.100001,4.07459,614.579077,유지
K262710,114,222.6,183,312.6,1,4.8,142.883043,0,1.952632,1.708197,4.8,298,540,1.812081,682.883043,유지
K262720,0,0,142,237.599999,29,96,113.741052,0,0,1.673239,3.310345,171,333.599999,1.950877,447.341051,유지
K262730,59,106.2,102,471,11,33,173.963879,0.865044,1.8,4.617647,3,172,610.2,3.547674,784.163879,유지
K262740,27,43.799999,265,574.499999,15,63.599999,127.240829,5.147125,1.622222,2.167925,4.24,307,681.899997,2.221173,809.140826,유지
K262750,104,228.599999,193,487.8,1,22,167.656032,15.489404,2.198077,2.527461,22,298,738.399999,2.477852,906.056031,유지
K262760,79,120,73,299.4,12,40.200001,122.576738,0,1.518987,4.10137,3.35,164,459.600001,2.802439,582.176739,유지
K262770,47,104.4,131,305.100002,7,70,132.235145,0,2.221277,2.329008,10,185,479.500002,2.591892,611.735147,유지
K262780,104,203.399999,28,459.3,1,7.8,132.251067,7.802315,1.955769,16.403571,7.8,133,670.499999,5.041353,802.751066,유지
K262790,107,234,154,291.300001,54,101.4,109.240539,3.328873,2.186916,1.891558,1.877778,315,626.700001,1.989524,735.94054,유지
K262800,98,184.2,105,312.900001,11,55.2,165.15501,0,1.879592,2.98,5.018182,214,552.300001,2.580841,717.455011,유지
K262810,95,178.2,144,490.8,3,13.2,148.567907,8.404354,1.875789,3.408333,4.4,242,682.2,2.819008,830.767907,유지
K262820,52,115.199999,120,236.699999,3,41,119.222434,0,2.215385,1.9725,13.666667,175,392.899998,2.245143,512.122432,유지
K262830,27,75.6,209,363.6,13,27,124.139781,0,2.8,1.739713,2.076923,249,466.2,1.872289,590.339781,유지
K262840,34,88.200001,14,236.099999,72,159,158.242954,0,2.594118,16.864286,2.208333,120,483.3,4.0275,641.542954,유지
K262850,54,119.399999,89,248.399999,2,30,110.052699,0,2.211111,2.791011,15,145,397.799998,2.743448,507.852697,유지
K262860,30,58.8,334,586.500001,10,46.2,125.487404,6.131095,1.96,1.755988,4.62,374,691.500001,1.84893,816.987405,유지
K262870,71,155.4,266,462.899999,4,7.8,169.67543,2.60062,2.188732,1.740226,1.95,341,626.099999,1.83607,795.775429,이탈
K262880,141,250.8,45,331.2,18,65.4,107.117769,6.042512,1.778723,7.36,3.633333,204,647.4,3.173529,754.517769,유지
K262890,40,103.8,265,559.2,33,51.6,131.75207,9.059269,2.595,2.110189,1.563636,338,714.6,2.114201,846.35207,유지
K262900,201,325.2,108,305.4,0,0,132.69489,9.097174,1.61791,2.827778,0,309,630.6,2.040777,763.29489,유지
K262910,66,118.2,57,179.099999,16,31,103.171389,0,1.790909,3.142105,1.9375,139,328.299999,2.36187,431.471388,유지
K262920,79,220.2,271,444.6,28,63.500001,139.97004,14.173248,2.787342,1.64059,2.267857,378,728.300001,1.92672,868.270041,유지
K262930,67,146.4,127,214.8,16,127.2,159.238939,0,2.185075,1.691339,7.95,210,488.4,2.325714,647.638939,유지
K262940,120,262.8,121,277.2,24,93,174.477513,4.390096,2.19,2.290909,3.875,265,633,2.388679,807.477513,이탈
K262950,93,242.4,28,453.3,2,39,108.902061,15.623331,2.606452,16.189286,19.5,123,734.7,5.973171,843.602061,유지
K262960,38,85.200001,225,420.300001,14,58.200001,177.795084,0,2.242105,1.868,4.157143,277,563.700003,2.035018,741.495087,유지
K262970,53,137.4,6,343.8,0,0,140.070082,0,2.592453,57.3,0,59,481.2,8.155932,621.270082,유지
K262980,115,187.8,38,168.299999,26,60,107.023215,0,1.633043,4.428947,2.307692,179,416.099999,2.324581,523.123214,유지
K262990,97,147.6,138,405.900001,16,25.799998,114.006191,0,1.521649,2.941304,1.6125,251,579.299999,2.307968,693.30619,유지
K263000,67,112.799999,70,453,1,10.2,105.965999,0,1.683582,6.471429,10.2,138,575.999999,4.173913,681.965998,유지
K263010,7,13.199999,130,613.800001,1,15,124.101714,2.27271,1.885714,4.721538,15,138,642,4.652174,766.101714,유지
K263020,112,243,248,448.2,13,36,139.150348,14.86099,2.169643,1.807258,2.769231,373,727.2,1.949598,866.350348,유지
K263030,80,142.800001,130,530.100001,18,46,139.647567,10.668583,1.785,4.077692,2.555556,228,718.900002,3.15307,858.547569,유지
K263040,122,265.8,86,216.9,41,110.4,109.709402,0,2.178689,2.522093,2.692683,249,593.1,2.381928,702.809402,유지
K263050,45,85.2,126,363.6,38,67.8,118.429844,0,1.893333,2.885714,1.784211,209,516.6,2.47177,635.029844,유지
K263060,142,307.800001,10,355.199999,8,49,111.460368,15.283597,2.167606,35.52,6.125,160,712,4.45,823.460368,유지
K263070,0,0,86,444.9,6,52,106.439465,0,0,5.173256,8.666667,92,496.9,5.401087,603.339465,유지
K263080,86,141,39,511.2,29,45.599999,110.200207,8.842365,1.639535,13.107692,1.572414,154,697.799999,4.531169,808.000206,유지
K263090,124,276.6,63,227.7,7,54,165.419989,0,2.230645,3.614286,7.714286,194,558.3,2.877835,723.719989,유지
K263100,113,252,157,262.799999,11,20.4,141.758501,0,2.230088,1.673885,1.854545,281,535.199999,1.904626,676.9585,유지
K263110,91,163.199999,8,280.499999,4,16.800001,130.765998,0,1.793407,35.0625,4.2,103,460.499999,4.470874,591.265997,유지
K263120,1,3,149,264.299999,20,148.8,115.018955,0,3,1.773825,7.44,170,416.099999,2.447647,531.118954,유지
K263130,63,95.400001,293,482.700001,6,25,128.578077,0.253072,1.514286,1.64744,4.166667,362,603.100002,1.666022,731.678079,유지
K263140,107,238.8,137,291.9,39,70.2,169.127498,0.116533,2.231776,2.130657,1.8,283,600.9,2.123322,770.027498,유지
K263150,31,51.599999,221,515.400001,0,0,119.930753,0,1.664516,2.332127,0,252,567,2.25,686.930753,유지
K263160,104,159.6,60,186.9,0,0,116.05237,0,1.534615,3.115,0,164,346.5,2.112805,462.55237,유지
K263170,70,195,69,120.899999,16,114,131.398232,0,2.785714,1.752174,7.125,155,429.899999,2.773548,561.298231,유지
K263180,128,286.2,14,435,5,8.499999,148.396235,16.659082,2.235937,31.071429,1.7,147,729.699999,4.963946,878.096234,유지
K263190,39,85.8,140,220.5,7,112.500002,103.230168,0,2.2,1.575,16.071429,186,418.800002,2.251613,522.03017,유지
K263200,67,151.199999,104,317.100001,11,59.399999,149.571957,0,2.256716,3.049038,5.4,182,527.699999,2.899451,677.271956,유지
K263210,36,92.4,69,259.2,25,48,111.194692,0,2.566667,3.756522,1.92,130,399.6,3.073846,510.794692,유지
K263220,72,137.4,36,448.800001,41,96.6,175.042822,7.472373,1.908333,12.466667,2.356098,149,682.800001,4.58255,857.842823,이탈
K263230,90,151.199999,30,135,3,118.8,113.798599,0,1.68,4.5,39.6,123,404.999999,3.292683,518.798598,유지
K263240,42,112.800002,143,305.7,48,101,107.809369,0,2.685714,2.137762,2.104167,233,519.500002,2.229614,627.309371,유지
K263250,41,110.4,268,404.4,10,36,159.60307,0,2.692683,1.508955,3.6,319,550.8,1.726646,710.40307,유지
K263260,98,210.6,109,473.100001,30,54,168.908693,14.747171,2.14898,4.340367,1.8,237,737.700001,3.112658,906.608694,이탈
K263270,186,318,26,347.699999,0,0,174.428864,12.600528,1.709677,13.373077,0,212,665.699999,3.140094,840.128863,유지
K263280,116,204,9,354.599999,69,123.500001,121.741329,9.015833,1.758621,39.4,1.789855,194,682.1,3.515979,803.841329,유지
K263290,119,226.2,10,218.699999,1,11,104.473234,0,1.90084,21.87,11,130,455.899999,3.506923,560.373233,유지
K263300,65,168.599999,69,285.599999,97,155.400001,171.730001,1.011025,2.593846,4.13913,1.602062,231,609.599999,2.638961,781.33,유지
K263310,73,165,33,425.4,19,37.2,128.283584,2.831242,2.260274,12.890909,1.957895,125,627.6,5.0208,755.883584,유지
K263320,69,132,166,325.200001,0,0,151.592962,0,1.913043,1.959036,0,235,457.200001,1.945532,608.792963,유지
K263330,96,206.4,171,335.7,8,39.6,130.032368,0,2.15,1.963158,4.95,275,581.7,2.115273,711.732368,유지
K263340,58,126,73,238.5,14,24.599999,119.029546,0,2.172414,3.267123,1.757143,145,389.099999,2.683448,508.129545,유지
K263350,100,193.8,265,490.8,11,64.2,148.19317,15.142308,1.938,1.852075,5.836364,376,748.8,1.991489,896.99317,유지
K263360,41,93,147,326.1,32,69,107.875318,0,2.268293,2.218367,2.15625,220,488.1,2.218636,595.975318,유지
K263370,119,269.4,88,260.1,19,34,121.752939,0,2.263866,2.955682,1.789474,226,563.5,2.493363,685.252939,유지
K263380,34,85.8,48,327,44,96.499999,141.289368,0,2.523529,6.8125,2.193182,126,509.299999,4.042063,650.589367,유지
K263390,107,241.8,43,325.500001,1,35,146.010411,0.299672,2.259813,7.569767,35,151,602.300001,3.988742,748.310412,유지
K263400,86,130.2,41,504.299999,1,67.5,149.712731,8.883591,1.513953,12.3,67.5,128,701.999999,5.484375,851.71273,유지
K263410,30,75,156,257.1,1,69,109.830329,0,2.5,1.648077,69,187,401.1,2.14492,510.930329,유지
K263420,51,139.8,203,315.899999,1,50,116.307914,0,2.741176,1.556158,50,255,505.699999,1.983137,622.007913,유지
K263430,62,158.4,72,110.4,15,65.4,107.882952,0,2.554839,1.533333,4.36,149,334.2,2.242953,442.082952,유지
K263440,56,91.2,103,361.8,11,90.500001,133.655519,0,1.628571,3.512621,8.227273,170,543.500001,3.197059,677.15552,유지
K263450,135,207,237,422.4,0,0,139.755309,3.667722,1.533333,1.782278,0,372,629.4,1.691935,769.155309,유지
K263460,11,19.2,175,369.299999,28,122,167.472897,0,1.745455,2.110286,4.357143,214,510.499999,2.385514,677.972896,이탈
K263470,25,56.400001,122,413.699999,29,67.200001,159.208356,0,2.256,3.390984,2.317241,176,537.300001,3.052841,696.508357,유지
K263480,48,91.2,182,479.700001,3,6.6,148.65862,0,1.9,2.635714,2.2,233,577.500001,2.478541,726.158621,유지
K263490,187,281.4,167,301.5,15,78.6,173.772599,8.307382,1.504813,1.805389,5.24,369,661.5,1.792683,835.272599,유지
K263500,148,292.2,44,274.2,18,84.499999,114.527486,7.114973,1.974324,6.231818,4.694444,210,650.899999,3.099524,765.427485,이탈
K263510,20,38.4,104,659.4,0,0,154.6779,5.96639,1.92,6.340385,0,124,697.8,5.627419,852.4779,유지
K263520,127,286.8,83,251.4,7,39,149.174326,0,2.258268,3.028916,5.571429,217,577.2,2.659908,726.374326,유지
K263530,76,120.600001,17,300.9,1,28.8,141.120752,0,1.586842,17.7,28.8,94,450.300001,4.790426,591.420753,유지
K263540,62,118.8,212,449.699999,0,0,159.108684,0,1.916129,2.121226,0,274,568.499999,2.074818,727.608683,유지
K263550,76,198.6,16,235.8,23,44,143.283185,0,2.613158,14.7375,1.913043,115,478.4,4.16,621.683185,유지
K263560,140,237.599999,104,173.400001,53,129.500002,171.658688,0,1.697143,1.667308,2.443396,297,540.500002,1.819865,712.15869,유지
K263570,45,88.8,63,350.400001,7,35.400001,131.940162,0,1.973333,5.561905,5.057143,115,474.600002,4.126957,606.540164,유지
K263580,58,123.6,195,529.2,1,6.6,135.919068,5.196823,2.131034,2.713846,6.6,254,659.4,2.596063,795.319068,유지
K263590,0,0,146,365.100001,7,16,126.6173,0,0,2.500685,2.285714,153,381.100001,2.49085,507.717301,유지
K263600,38,81.6,177,358.199999,13,21,137.742594,0,2.147368,2.023729,1.615385,228,460.799999,2.021053,598.542593,이탈
K263610,100,170.4,25,210.3,9,13.8,105.138773,0,1.704,8.412,1.533333,134,394.5,2.94403,499.638773,유지
K263620,59,109.8,38,525.9,2,101,118.220604,10.909836,1.861017,13.839474,50.5,99,736.7,7.441414,854.920604,유지
K263630,106,189.600001,92,243.899998,0,0,119.353603,0,1.788679,2.651087,0,198,433.499999,2.189394,552.853602,유지
K263640,65,104.4,9,303,11,54.6,148.85404,0,1.606154,33.666667,4.963636,85,462,5.435294,610.85404,유지
K263650,46,115.799999,197,353.7,2,5.5,155.606678,0,2.517391,1.795431,2.75,245,474.999999,1.938776,630.606677,유지
K263660,24,61.8,109,234.6,18,85,111.803498,0,2.575,2.152294,4.722222,151,381.4,2.525828,493.203498,유지
K263670,204,323.400001,233,370.5,0,0,151.060149,13.447634,1.585294,1.590129,0,437,693.900001,1.587872,844.96015,유지
K263680,43,66.599999,135,301.5,19,72.599999,124.349022,0,1.548837,2.233333,3.821053,197,440.699998,2.237056,565.04902,이탈
K263690,88,247.2,37,183.9,25,96.600001,115.064638,0,2.809091,4.97027,3.864,150,527.700001,3.518,642.764639,유지
K263700,37,105.600001,292,503.7,3,6.5,121.517963,1.33189,2.854054,1.725,2.166667,332,615.800001,1.854819,737.317964,유지
K263710,54,86.4,154,524.4,12,56,113.497113,5.07111,1.6,3.405195,4.666667,220,666.8,3.030909,780.297113,유지
K263720,23,62.400001,53,314.400001,8,83.400001,127.890572,0,2.713044,5.932075,10.425,84,460.200003,5.478571,588.090575,유지
K263730,112,274.2,13,255.599999,34,100.2,109.143217,4.111429,2.448214,19.661538,2.947059,159,629.999999,3.962264,739.143216,유지
K263740,33,61.799999,17,453.299999,5,29,179.5477,0,1.872727,26.664706,5.8,55,544.099998,9.892727,723.647698,유지
K263750,59,116.4,162,560.700001,7,37.500001,119.200828,9.463401,1.972881,3.461111,5.357143,228,714.600002,3.134211,833.80083,유지
K263760,153,306.6,47,326.100001,23,93,108.861644,16.906365,2.003922,6.938298,4.043478,223,725.700001,3.25426,834.561645,이탈
K263770,140,308.4,41,264.899999,53,95.4,177.563146,9.771797,2.202857,6.460976,1.8,234,668.699999,2.857692,846.263145,유지
K263780,47,108.599999,31,407.7,1,48,167.76589,0,2.310638,13.151613,48,79,564.299999,7.143038,732.065889,유지
K263790,140,226.8,11,210.299999,3,47,159.523855,0,1.62,19.118182,15.666667,154,484.099999,3.143506,643.623854,유지
K263800,116,185.4,23,437.699999,18,37.2,107.210537,6.401224,1.598276,19.030435,2.066667,157,660.299999,4.205732,767.510536,유지
K263810,115,208.199999,78,378.300001,1,7.2,164.972573,0,1.810435,4.85,7.2,194,593.7,3.060309,758.672573,유지
K263820,42,115.8,216,467.4,2,21.6,116.87411,0.423811,2.757143,2.163889,10.8,260,604.8,2.326154,721.67411,유지
K263830,77,136.199998,112,311.699999,11,38,148.563327,0,1.768831,2.783036,3.454545,200,485.899997,2.4295,634.463324,유지
K263840,106,214.200001,112,325.200001,2,136,156.269755,8.552553,2.020755,2.903571,68,220,675.400002,3.07,831.669757,유지
K263850,86,196.8,60,221.099999,5,66.599999,145.773625,0,2.288372,3.685,13.32,151,484.499998,3.208609,630.273623,유지
K263860,174,314.399999,158,312.299999,12,53.500001,126.409962,11.42396,1.806897,1.976582,4.458333,344,680.199999,1.977326,806.609961,유지
K263870,48,89.4,0,0,21,82,109.049369,0,1.8625,0,3.904762,69,171.4,2.484058,280.449369,유지
K263880,41,83.4,70,164.7,8,121,103.796659,0,2.034146,2.352857,15.125,119,369.1,3.101681,472.896659,유지
K263890,122,197.4,145,383.4,6,30.6,107.515573,1.306133,1.618033,2.644138,5.1,273,611.4,2.23956,718.915573,유지
K263900,84,128.400001,3,258.6,22,58.2,125.470666,0,1.528571,86.2,2.645455,109,445.200001,4.084404,570.670667,유지
K263910,65,109.8,41,325.8,18,37.8,130.271743,0,1.689231,7.946341,2.1,124,473.4,3.817742,603.671743,유지
K263920,130,286.2,75,257.399999,27,78.500001,128.713015,3.138442,2.201538,3.432,2.907407,232,622.1,2.681466,750.813015,유지
K263930,63,133.799999,222,434.100001,19,32,149.905612,0,2.12381,1.955405,1.684211,304,599.9,1.973355,749.805612,유지
K263940,24,53.4,11,207.6,35,58.500001,104.472902,0,2.225,18.872727,1.671429,70,319.500001,4.564286,423.972903,유지
K263950,17,48,67,464.399999,46,79.2,176.752032,0,2.823529,6.931343,1.721739,130,591.599999,4.550769,768.352031,유지
K263960,140,273.6,201,397.500001,18,59.4,114.878688,16.300441,1.954286,1.977612,3.3,359,730.500001,2.034819,845.378689,유지
K263970,83,225,95,237.300001,56,115.800001,175.256907,0,2.710843,2.497895,2.067857,234,578.100002,2.470513,753.356909,유지
K263980,77,164.400001,55,342,18,51,121.939394,0,2.135065,6.218182,2.833333,150,557.400001,3.716,679.339395,유지
K263990,94,267,137,352.2,0,0,159.913862,2.878995,2.840426,2.570803,0,231,619.2,2.680519,779.113862,유지
K264000,108,248.4,138,269.4,8,21,165.421319,0,2.3,1.952174,2.625,254,538.8,2.12126,704.221319,유지
K264010,86,130.2,129,204.300001,1,53,113.853009,0,1.513953,1.583721,53,216,387.500001,1.793981,501.35301,유지
K264020,83,159.6,22,216.9,13,78.6,111.801932,0,1.922892,9.859091,6.046154,118,455.1,3.85678,566.901932,유지
